,fuzzy_nm,tgaz_sys_id,tgaz_nm_py,tgaz_nm_simp,tgaz_nm_trad,tgaz_beg,tgaz_end,tgaz_data_source,tgaz_obj_type,tgaz_pres_loc,tgaz_prnt_id,tgaz_prnt_py,tgaz_prnt_simp,tgaz_prnt_sysid,tgaz_type_ch,tgaz_type_py,tgaz_x_coord,tgaz_y_coord,input_id,input_nm_trad,input_year_beg,input_year_end,input_dynasty,input_other_id,input_prnt,input_x_coord,input_y_coord,_merge,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
97,饒陽,hvd_19785,Raoyangshuibao,饶阳水堡,饒陽水堡,1820.0,1820.0,CHGIS,POINT,延安定边县西南饶阳,2135,Yan'an Fu,延安府,hvd_9657,村镇,cun zhen,107.31093,37.07206,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,False,False,False,False,,0
98,饒陽,hvd_20519,Raoyangzhen,饶阳镇,饒陽鎮,1820.0,1820.0,CHGIS,POINT,河北故城县西饶阳店,2148,Linqing Zhou,临清州,hvd_9670,村镇,cun zhen,115.83076,37.31118,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,True,False,False,False,,1
99,饒陽,hvd_44890,Raoyang Xian,饶阳县,饒陽縣,554.0,1911.0,CHGIS,POINT,今河北饶阳县驻地饶阳镇,23118,Boling Jun,博陵郡,hvd_88123,县,xian,115.73602,38.24599,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,True,True,False,False,,2
100,饒陽,hvd_87355,Raoyang Xian,饶阳县,饒陽縣,-202.0,0.0,CHGIS,POINT,今河北饶阳县饶阳镇南故城村,22498,Zhuo Jun,涿郡,hvd_87302,县,xian,115.75054,38.23054,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,True,True,False,False,CAUTION__ZEROES,2
101,饒陽,hvd_115740,Raoyang Jun,饶阳郡,饒陽郡,742.0,757.0,CHGIS,POINT,,\N,\N,\N,\N,郡,jun,115.73602,38.24599,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,True,True,False,False,,2
102,饒陽,hvd_121397,Raoyang Xian,饶阳县,饒陽縣,1911.0,1911.0,CHGIS,POINT,河北饶阳县治,33050,Shen Zhou,深州,hvd_120146,县,xian,115.73602,38.24599,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,True,True,False,False,,2
103,饒陽,hvd_143922,Raoyangdian,饶阳店,饒陽店,1911.0,1911.0,CHGIS,POINT,河北故城县饶阳店,34250,Wucheng Xian,武城县,hvd_122084,村镇,cun zhen,115.83076,37.31118,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,True,False,False,False,,1
104,饒陽,hvd_196605,Raoyang Xian,饶阳县,饒陽縣,1911.0,1911.0,CHGIS,POLYGON,,75505,Shen Zhou,深州,hvd_195207,县,xian,0.0,38.24599,PL000000003523,饒陽,24.0,220.0,东汉,CN0131124Z06AA,冀州刺史部,115.8334,38.2956,both,False,True,False,False,,1
110,廣昌,hvd_14,Guangchang,广昌县,廣昌縣,1820.0,1820.0,CHGIS,POINT,河北涞源县,1993,Yi Zhou,易州,hvd_9503,县,xian,114.68877,39.35402,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,True,True,False,False,,2
111,廣昌,hvd_835,Guangchang Xian,广昌县,廣昌縣,1820.0,1820.0,CHGIS,POINT,江西广昌县,2125,Jianchang Fu,建昌府,hvd_9647,县,xian,116.31657,26.83637,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,False,False,False,,0
112,廣昌,hvd_40988,Guangchang Xian,广昌县,廣昌縣,1138.0,1911.0,CHGIS,POINT,江西广昌县,11641,Jianchang Jun,建昌军,hvd_32522,县,xian,116.31657,26.83637,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,False,False,False,,0
113,廣昌,hvd_41195,Guangchang Xian,广昌县,廣昌縣,210.0,279.0,CHGIS,POINT,江西波阳县北石门街镇,11729,Poyang Jun,鄱阳郡,hvd_32610,县,xian,116.76659,29.57849,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,False,False,False,partial_incl_start,0
114,廣昌,hvd_44948,Guangchang Xia,广昌县,廣昌縣,1368.0,1911.0,CHGIS,POINT,今河北涞源县驻地涞源镇,23211,Yu Zhou,蔚州,hvd_88273,县,xian,114.68877,39.35402,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,True,True,False,False,,2
115,廣昌,hvd_45703,Guangchang Xia,广昌县,廣昌縣,557.0,600.0,CHGIS,POINT,今湖北枣阳市,28880,Chang Zhou,昌州,hvd_105298,县,xian,112.7566,32.13202,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,False,False,False,,0
116,廣昌,hvd_87426,Guangchang Xia,广昌县,廣昌縣,-201.0,13.0,CHGIS,POINT,今河北涞源县涞源镇北,22602,Dai Jun,代郡,hvd_87415,县,xian,114.68795,39.40358,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,True,True,False,False,,2
117,廣昌,hvd_87428,Guangchang Xia,广昌县,廣昌縣,23.0,0.0,CHGIS,POINT,今河北涞源县涞源镇北,22604,Dai Jun,代郡,hvd_87417,县,xian,114.68795,39.40358,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,True,True,False,False,ERROR__END_BEFORE_BEG,2
118,廣昌,hvd_88298,Guangchang Xia,广昌县,廣昌縣,0.0,600.0,CHGIS,POINT,今河北涞源县驻地涞源镇,32665,Shanggu Jun,上谷郡,hvd_115781,县,xian,114.68877,39.35402,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,True,True,False,False,CAUTION__ZEROES,2
119,廣昌,hvd_121529,Guangchang Xian,广昌县,廣昌縣,1911.0,1911.0,CHGIS,POINT,河北涞源县治,33060,Yi Zhou,易州,hvd_120156,县,xian,114.68877,39.35402,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,True,True,False,False,,2
120,廣昌,hvd_121762,Guangchang Xian,广昌县,廣昌縣,1911.0,1911.0,CHGIS,POINT,江西广昌县县治旴江镇,33109,Jianchang Fu,建昌府,hvd_120206,县,xian,116.31657,26.83637,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,False,False,False,,0
121,廣昌,hvd_196685,Guangchang Xian,广昌县,廣昌縣,1911.0,1911.0,CHGIS,POLYGON,,75512,Yi Zhou,易州,hvd_195214,县,xian,0.0,39.35402,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,True,False,False,,1
122,廣昌,hvd_196785,Guangchang Xian,广昌县,廣昌縣,1911.0,1911.0,CHGIS,POLYGON,,75532,Jianchang Fu,建昌府,hvd_195234,县,xian,0.0,26.83637,PL000000002290,廣昌,24.0,220.0,东汉,CN0130630Z08AA,冀州刺史部,114.7066,39.3844,both,False,False,False,False,,0
132,高邑,hvd_17,Gaoyi,高邑县,高邑縣,1820.0,1820.0,CHGIS,POINT,河北高邑县,1994,Zhao Zhou,赵州,hvd_9504,县,xian,114.61153,37.60476,PL000000000930,高邑,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,both,True,True,False,False,,2
133,高邑,hvd_87024,Gaoyi Xian,高邑县,高邑縣,25.0,0.0,CHGIS,POINT,今河北柏乡县东北,32159,Changshan Guo,常山国,hvd_115093,县,xian,114.7326,37.53046,PL000000000930,高邑,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,both,True,True,False,False,ERROR__END_BEFORE_BEG,2
134,高邑,hvd_88352,Gaoyi Xian,高邑县,高邑縣,25.0,1911.0,CHGIS,POINT,今河北高邑县驻地高邑镇,23249,Zhao Zhou,赵州,hvd_88323,县,xian,114.61153,37.60476,PL000000000930,高邑,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,both,True,True,False,False,partial_incl_start,2
135,高邑,hvd_121436,Gaoyi Xian,高邑县,高邑縣,1911.0,1911.0,CHGIS,POINT,河北高邑县治,33054,Zhao Zhou,赵州,hvd_120150,县,xian,114.61153,37.60476,PL000000000930,高邑,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,both,True,True,False,False,,2
136,高邑,hvd_149739,Gaoyijie,高邑街,高邑街,1911.0,1911.0,CHGIS,POINT,河南泌阳县高邑,34106,Miyang Xian,泌阳县,hvd_121940,村镇,cun zhen,113.46702,32.74634,PL000000000930,高邑,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,both,False,False,False,False,,0
137,高邑,hvd_196596,Gaoyi Xian,高邑县,高邑縣,1911.0,1911.0,CHGIS,POLYGON,,75503,Zhao Zhou,赵州,hvd_195205,县,xian,0.0,37.60476,PL000000000930,高邑,24.0,220.0,东汉,CN0130127Z09AA,冀州刺史部,114.6991,37.5848,both,False,True,False,False,,1
157,唐縣,hvd_21,Tang Xian,唐县,唐縣,1820.0,1820.0,CHGIS,POINT,河北唐县,1996,Baoding Fu,保定府,hvd_9506,县,xian,114.9691,38.74149,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
158,唐縣,hvd_610,Tang Xian,唐县,唐縣,1820.0,1820.0,CHGIS,POINT,河南唐河县,2077,Nanyang Fu,南阳府,hvd_9599,县,xian,112.83252,32.69771,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,False,False,False,,0
159,唐縣,hvd_18393,Tangxianzhen,唐县镇,唐縣鎮,1820.0,1820.0,CHGIS,POINT,湖北随县西北唐县镇,2085,De'an Fu,德安府,hvd_9607,村镇,cun zhen,113.12449,31.98609,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,False,False,False,,0
160,唐縣,hvd_44756,Tang Xian,唐县,唐縣,596.0,697.0,CHGIS,POINT,今河北省唐县驻地仁厚镇西南左人城,22939,Ding Zhou,定州,hvd_87842,县,xian,114.83747,38.73602,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
161,唐縣,hvd_44757,Tang Xian,唐县,唐縣,698.0,908.0,CHGIS,POINT,今河北唐县驻地仁厚镇西南西城子村,22945,Ding Zhou,定州,hvd_87848,县,xian,114.85815,38.70744,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
162,唐縣,hvd_44759,Tang Xian,唐县,唐縣,923.0,935.0,CHGIS,POINT,今河北唐县驻地仁厚镇西南西城子村,22951,Ding Zhou,定州,hvd_87854,县,xian,114.85815,38.70744,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
163,唐縣,hvd_44761,Tang Xian,唐县,唐縣,947.0,1129.0,CHGIS,POINT,今河北唐县驻地仁厚镇西南西城子村,22951,Ding Zhou,定州,hvd_87854,县,xian,114.85815,38.70744,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
164,唐縣,hvd_44762,Tang Xian,唐县,唐縣,1130.0,1911.0,CHGIS,POINT,今河北省唐县驻地仁厚镇,22957,Ding Zhou,定州,hvd_87860,县,xian,114.96915,38.74149,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
165,唐縣,hvd_82643,Tang Xian,唐县,唐縣,1369.0,1911.0,CHGIS,POINT,今河南唐河,21439,Nanyang Fu,南阳府,hvd_84005,县,xian,112.83252,32.69771,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,False,False,False,,0
166,唐縣,hvd_87248,Tang Xian,唐县,唐縣,-221.0,13.0,CHGIS,POINT,今河北唐县北固城村,22281,Hengshan Jun,恒山郡,hvd_87077,县,xian,115.02762,38.82413,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,True,True,False,False,,2
167,唐縣,hvd_87250,Tang Xian,唐县,唐縣,23.0,0.0,CHGIS,POINT,今河北唐县北固城村,30755,Zhongshan Guo,中山国,hvd_112253,县,xian,115.02762,38.82413,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,True,True,False,False,ERROR__END_BEFORE_BEG,2
168,唐縣,hvd_121470,Tang Xian,唐县,唐縣,1911.0,1911.0,CHGIS,POINT,河北唐县治,33058,Baoding Fu,保定府,hvd_120154,县,xian,114.96915,38.74149,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
169,唐縣,hvd_121924,Tang Xian,唐县,唐縣,1911.0,1911.0,CHGIS,POINT,河南唐河县县治,33130,Nanyang Fu,南阳府,hvd_120243,县,xian,112.83252,32.69771,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,False,False,False,,0
170,唐縣,hvd_128420,Tangxianzhen,唐县镇,唐縣鎮,1911.0,1911.0,CHGIS,POINT,湖北随州市唐店镇,33482,Sui Zhou,随州,hvd_121162,村镇,cun zhen,113.12449,31.98609,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,False,False,False,,0
171,唐縣,hvd_196609,Tang Xian,唐县,唐縣,1911.0,1911.0,CHGIS,POLYGON,,75507,Baoding Fu,保定府,hvd_195209,县,xian,0.0,38.74149,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,True,False,False,,1
172,唐縣,hvd_196931,Tang Xian,唐县,唐縣,1911.0,1911.0,CHGIS,POLYGON,,75581,Nanyang Fu,南阳府,hvd_195296,县,xian,0.0,32.69771,PL000000002407,唐縣,24.0,220.0,东汉,CN0130636Z06AA,冀州刺史部,115.0748,38.8437,both,False,False,False,False,,0
190,高陽,hvd_25,Gaoyang,高阳县,高陽縣,1820.0,1820.0,CHGIS,POINT,河北高阳县,1996,Baoding Fu,保定府,hvd_9506,县,xian,115.7742,38.68891,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,True,True,False,False,,2
191,高陽,hvd_21328,Gaoyangzhen,高阳镇,高陽鎮,1820.0,1820.0,CHGIS,POINT,四川云阳县西北高阳镇,2187,Kuizhou Fu,夔州府,hvd_9709,村镇,cun zhen,108.69599,31.07132,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,False,False,False,False,,0
192,高陽,hvd_44787,Gaoyang Xian,高阳县,高陽縣,1077.0,1369.0,CHGIS,POINT,今河北高阳县驻地高阳镇东旧城镇,22875,Shunan Jun,顺安军,hvd_87737,县,xian,115.9199,38.68215,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,True,True,False,False,,2
193,高陽,hvd_44788,Gaoyang Xian,高阳县,高陽縣,1370.0,1374.0,CHGIS,POINT,今河北省高阳县驻地高阳镇,22881,An Zhou,安州,hvd_87743,县,xian,115.7742,38.68891,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,True,True,False,False,,2
194,高陽,hvd_44789,Gaoyang Xian,高阳县,高陽縣,1380.0,1911.0,CHGIS,POINT,今河北省高阳县驻地高阳镇,22882,An Zhou,安州,hvd_87745,县,xian,115.7742,38.68891,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,True,True,False,False,,2
195,高陽,hvd_82825,Gaoyang Xian,高阳县,高陽縣,477.0,550.0,CHGIS,POINT,今河南平顶山市,32804,Xiangcheng Jun,襄城郡,hvd_115988,县,xian,113.30051,33.74753,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,False,False,False,False,,0
196,高陽,hvd_85223,Gaoyangqiao Xian,高阳侨县,高陽僑縣,454.0,466.0,CHGIS,POINT,今山东淄博市临淄区西北之北高阳,\N,\N,\N,\N,县,xian,118.20507,36.94796,PL000000002249,高陽,24.0,220.0,东汉,CN0130628Z04AA,冀州刺史部,115.913,38.6889,both,False,False,False,False,,0
